uuid,Keywords,label
1034,Mental Health and Alcohol Use during and before the Early Phases of the COVID-19 Pandemic,1
1035,"Groundwater quality for potable and irrigation uses and associated health risk in southern part of Gu'an County, North China Plain",1
1036,Environmental management and labor productivity: The moderating role of quality management,1
1037,Energy substitution effect on transport sector of Pakistan: A trans-log production function approach,0
1038,Sustainable phosphorous management in two different soil series of Pakistan by evaluating dynamics of phosphatic fertilizer source,1
1039,Latest evidence on the management of early-stage and locally advanced rectal cancer: a narrative review,1
1040,Eco-efficiency assessment of industrial parks in Central China: a slack-based data envelopment analysis,1
1041,PET bottles recycling in China: An LCA coupled with LCC case study of blanket production made of waste PET bottles,0
1042,Quantifying the sustainability of three types of agricultural production in China: An emergy analysis with the integration of environmental pollution,0
1043,"Investigation on the role of economic, social, and political globalization on environment: evidence from CEECs",1
1044,Epidemiological screening and serotyping analysis of dengue fever in the Southwestern region of Saudi Arabia,1
1045,Successful Treatment of Chronic Actinic Dermatitis with Dupilumab: A Case Report and Review of the Literature,1
1046,Clinical practice guidelines for endoscopic papillectomy,1
1047,A Comprehensive Wind Power Forecasting System Integrating Artificial Intelligence and Numerical Weather Prediction,0
1048,Effectiveness of microwave-assisted thermal treatment in the extraction of gold in cyanide tailings,1
1049,This is what loneliness looks like: A mixed-methods study of loneliness in adolescence and young adulthood,1
1050,Validation of wearable inertial sensor-based gait analysis system for measurement of spatiotemporal parameters and lower extremity joint kinematics in sagittal plane,1
1051,A Note on the Effect of COVID-19 and Vaccine Rollout on School Enrollment in the US,1
1052,"Globalization, electricity consumption and ecological footprint: An autoregressive distributive lag (ARDL) approach",1
1053,Toward low-carbon development: Assessing emissions-reduction pressure among Chinese cities,1
1054,Virulence of entomopathogenic fungi against Culex pipiens: Impact on biomolecules availability and life table parameters,1
1055,Performance assessment and optimization of a biomass-based solid oxide fuel cell and micro gas turbine system integrated with an organic Rankine cycle,0
1056,"Heterogeneous effects of energy efficiency, oil price, environmental pressure, R&D investment, and policy on renewable energy - evidence from the G20 countries",0
1057,"COVID in Africa, one year later",1
1058,Induction and generalization of nocebo effects on itch,1
1059,Information retrieval and question answering: A case study on COVID-19 scientific literature,0
1060,Genotype diversity promotes the persistence of Daphnia populations exposed to severe copper stress,1
1061,"Understanding COVID-19 diffusion requires an interdisciplinary, multi-dimensional approach",1
1062,Analysis on the causes of the change in the north-south gap of industrial pollution discharge in China,1
1063,Forecasting annual electricity consumption in China by employing a conformable fractional grey model in opposite direction,0
1064,The use of ecological footprint in estimating the Environmental Kuznets Curve hypothesis for BRICST by considering cross-section dependence and heterogeneity,0
1065,Triacrylamide-Based Adhesives Stabilize Bonds in Physiologic Conditions,1
1066,The consistency and reliability of six-strand and four-strand flexor tendon repairs: a comparative porcine cadaveric study,1
1067,Some Interval-Valued Intuitionistic Fuzzy Dombi Heronian Mean Operators and their Application for Evaluating the Ecological Value of Forest Ecological Tourism Demonstration Areas,0
1068,Marein Prevented LPS-Induced Osteoclastogenesis by Regulating the NF-κB Pathway In Vitro,1
1069,Spatio-temporal evolution of ozone pollution and its influencing factors in the Beijing-Tianjin-Hebei Urban Agglomeration,1
1070,"Identification, characterization and optimization of phosphate solubilizing rhizobacteria (PSRB) from rice rhizosphere",1
1071,"The role of fixed capital formation, renewable and non-renewable energy in economic growth and carbon emission: a case study of Belt and Road Initiative project",1
1072,Macroeconomic modelling under energy constraints: Global low carbon transition scenarios,0
1073,"Multidisciplinary, articular surface-preserving treatment strategy for locally aggressive epithelioid hemangioma of the acetabulum employing serial bland transarterial embolization",1
1074,"Relation of maternal birthweight with early pregnancy obesity, gestational diabetes, and offspring macrosomia",1
1075,Technique of Augmenting Molecular Graph Data by Perturbating Hidden Features,0
1076,Real-time video and force analysis feedback system for learning strength skills on rings in men's artistic gymnastics,0
1077,Economic dispatching strategy of distributed energy storage for deferring substation expansion in the distribution network with distributed generation and electric vehicle,0
1078,Actualizing a High-Energy Bipolar-Stacked Solid-State Battery with Low-Cost Mechanically Robust Nylon Mesh-Reinforced Composite Polymer Electrolyte Membranes,1
1079,Isolated abducens nerve palsy due to COVID-19,1
1080,The role of financial development and globalization in the environment: Accounting ecological footprint indicators for selected one-belt-one-road initiative countries,1
1081,Analyzing carbon emission transfer network structure among provinces in China: new evidence from social network analysis,0
1082,Intensification of a new electrocoagulation system characterized by minimum energy consumption and maximum removal efficiency of heavy metals from simulated wastewater,1
1083,Modelling the global impact of China's ban on plastic waste imports,1
1084,Use of chronically occluded fistula to establish access outflow,1
1085,"New optimal design for a hybrid solar chimney, solid oxide electrolysis and fuel cell based on improved deer hunting optimization algorithm",0
1086,Reinvestigating the pollution haven hypothesis: the nexus between foreign direct investments and environmental quality in G-20 countries,1
1087,Vitamin D deficiency is associated with higher risks for SARS-CoV-2 infection and COVID-19 severity: a retrospective case-control study,1
1088,Evaluation of Effect of Biologically Synthesized Ethanolic Extract of Propolis-Loaded Poly(-Lactic-co-Glycolic Acid) Nanoparticles on Wound Healing in Diabetic Rats,1
1089,Archerfish number discrimination,1
1090,The source control effect of personal protection equipment and physical barrier on short-range airborne transmission,1
1091,Open-source data-driven urban land-use mapping integrating point-line-polygon semantic objects: A case study of Chinese cities,0
1092,Insecticidal effects of a novel polyherbal formulation (HF7) against Culex pipiens L. (Diptera: Culicidae),1
1093,Extracellular flux analyses reveal differences in mitochondrial PBMC metabolism between high-fit and low-fit females,1
1094,Worldwide geographical mapping and optimization of stand-alone and grid- connected hybrid renewable system techno-economic performance across Koppen-Geiger climates,0
1095,Toxicological effects of active and inert ingredients of imazethapyr formulation Verosil® against Scenedesmus vacuolatus (Chlorophyta),1
1096,Renewable energy consumption and economic growth nexus: Evidence from a threshold model,1
1097,Management of chicken manure using black soldier fly (Diptera: Stratiomyidae) larvae assisted by companion bacteria,1
1098,Assessing the Potentials of Digitalization as a Tool for Climate Change Adaptation and Sustainable Development in Urban Centres,1
1099,Systematic review and meta-analysis of the inter-recti distance on ultrasound measurement in nulliparas,1
1100,State-of-health estimation of lithium-ion batteries based on semi-supervised transfer component analysis,0
1101,"Spatial Statistics and Influencing Factors of the COVID-19 Epidemic at Both Prefecture and County Levels in Hubei Province, China",1
1102,"A novel multi-objective spiral optimization algorithm for an innovative solar/biomass-based multi-generation energy system: 3E analyses, and optimization algorithms comparison",0
1103,Analysis of the influence of groundwater on land subsidence in Beijing based on the geographical weighted regression (GWR) model,1
1104,Therapy Delayed is Therapy Denied: A Case Report of Melanoma Misdiagnosed as Diabetic Foot Ulcer,1
1105,How does energy poverty affect economic development? A panel data analysis of South Asian countries,0
1106,Foreign direct investment and education as determinants of environmental quality: The importance of post Paris Agreement (COP21),1
1107,Effect of COVID-19 virus on reducing GHG emission and increasing energy generated by renewable energy sources: A brief study in Malaysian context,0
1108,Novel insights on premature progesterone elevation: a mini-review,1
1109,Perspectives of online anatomy teachers: A neglected study population struggles with the invisible student,1
1110,A moderated -mediation analysis of psychological empowerment: Sustainable leadership and sustainable performance,0
1111,Potential disruptive effects of copper-based antifouling paints on the biodiversity of coastal macrofouling communities,1
1112,"Biochar enhanced thermophilic anaerobic digestion of food waste: Focusing on biochar particle size, microbial community analysis and pilot-scale application",1
1113,Exploring US Shifts in Anti-Asian Sentiment with the Emergence of COVID-19,1
1114,"Industrialization, urbanization and CO2 emissions in Saudi Arabia: Asymmetry analysis",1
1115,Reparative and Immunomodulatory Potential of Low-Molecular-Weight Fractions of Secondary Metabolites of Bacillus sp,1
1116,Die Zukunft braucht Pflege — die Pflege braucht Zukunft,1
1117,Closed loop supply chain network for local and distributed plastic recycling for 3D printing: a MILP-based optimization approach,0
1118,Advancement in valorization technologies to improve utilization of bio-based waste in bioeconomy context,0
1119,"Knockdown of zinc finger protein 267 suppresses diffuse large B-cell lymphoma progression, metastasis, and cancer stem cell properties",1
1120,"Influencing Factors of Chinese Consumers' Purchase Intention to Sustainable Apparel Products: Exploring Consumer ""Attitude-Behavioral Intention"" Gap",1
1121,Cardiovascular manifestations of hypermobile Ehlers-Danlos syndrome and hypermobility spectrum disorders,1
1122,The potential of straw mulch as a nature-based solution for soil erosion in olive plantation treated with glyphosate: A biophysical and socioeconomic assessment,1
1123,In vivo evaluation of the toxic activity and genotoxicity of the Hymenaea courbaril L.'s resin in Drosophila melanogaster,1
1124,Comparing coal phase-out pathways: The United Kingdom's and Germany's diverging transitions,1
1125,Fine particulate matter pollution characteristics and source apportionment of Changchun atmosphere,1
1126,Life Cycle Analysis in the Framework of Agricultural Strategic Development Planning in the Balkan Region,0
1127,The asymmetric effects of fiscal and monetary policy instruments on Pakistan's environmental pollution,1
1128,Statistical evaluation of using the new generation of wind turbines in South Africa,0
1129,The Andes through time: evolution and distribution of Andean floras,1
1130,Traffic Impacts of the COVID-19 Pandemic: Statewide Analysis of Social Separation and Activity Restriction,1
1131,New results on precautionary saving and nonlinear risks,0
1132,"Pyrolysis of municipal sewage sludge for bioenergy production: Thermo-kinetic studies, evolved gas analysis, and techno-socio-economic assessment",1
1133,The Influence of Gender Equality on Volunteering Among European Senior Citizens,0
1134,"Study on chemical composition and physical properties of the Hamri ( Barbus luteus) and Balaout ( Chondrostoma regium) fish meat, oil and impact of its oils on cholesterol, triglyceride, HDL and blood sugar of laboratory rats",1
1135,Assessment of artemisinin and antioxidant activities of three wild Artemisia species of Algeria,1
1136,Assessment of Quality of Life Among Health Professionals During COVID-19: Review,1
1137,Recent Advances in the Clinical Value and Potential of Dexmedetomidine,1
1138,Protease-Activated Receptors - Key Regulators of Inflammatory Bowel Diseases Progression,1
1139,"Impact of average temperature, energy demand, sectoral value added, and population growth on water resource quality and mortality rate: it is time to stop waiting around",1
1140,Sustainable valorization of paper mill sludge into cellulose nanofibrils and cellulose nanopaper,1
1141,Levelized cost of solar photovoltaics and wind supported by storage technologies to supply firm electricity,0
1142,Daily consumption of wild olive (acebuche) oil reduces blood pressure and ameliorates endothelial dysfunction and vascular remodelling in rats with NG-nitro-L-arginine methyl ester-induced hypertension,1
1143,Use of a purified reconstituted bilayer matrix in the management of chronic diabetic foot ulcers improves patient outcomes vs standard of care: Results of a prospective randomised controlled multi-centre clinical trial,1
1144,Random forest regression evaluation model of regional flood disaster resilience based on the whale optimization algorithm,0
1145,"Do foreign direct investments influence environmental degradation? Evidence from a panel autoregressive distributed lag model approach to low-, lower-middle-, upper-middle-, and high-income countries",0
1146,Research on the performance of radiative cooling and solar heating coupling module to direct control indoor temperature,1
1147,COVID-19 and the UN Sustainable Development Goals: Threat to Solidarity or an Opportunity?,0
1148,"Phylogeography of a canopy-forming kelp, Eisenia bicyclis (Laminariales, Phaeophyceae), based on a genome-wide sequencing analysis",1
1149,Influence of the COVID-19 Pandemic on Household Food Waste Behavior in Japan,1
1150,"Survey of mange mite infesting sheep in Riyadh region, Saudi Arabia",1
1151,p-d Orbital Hybridization Induced by a Monodispersed Ga Site on a Pt3 Mn Nanocatalyst Boosts Ethanol Electrooxidation,1
1152,"Performance enhancement of stepped double slope solar still by using nanoparticles and linen wicks: Energy, exergy and economic analysis",1
1153,"Primary and secondary cardiac tumors: clinical presentation, diagnosis, surgical treatment, and results",1
1154,Chemical Ecology and Olfaction in Short-Horned Grasshoppers (Orthoptera: Acrididae),1
1155,A ratiometric fluorescent nanoprobe for signal amplification monitoring of intracellular telomerase activity,1
1156,Sizing renewable energy systems with energy storage systems in microgrids for maximum cost-efficient utilization of renewable energy resources,1
1157,The role of ICT in energy consumption and environment: an empirical investigation of Asian economies with cluster analysis,1
1158,Peri-operative management of patients with Parkinson's disease,1
1159,PFOB sonosensitive microdroplets: determining their interaction radii with focused ultrasound using MR thermometry and a Gaussian convolution kernel computation,1
1160,IonicRF™: a novel step in technology for radiofrequency ablation treatments,0
1161,Effects of the socio-economic influencing factors on SO2 pollution in Chinese cities: A spatial econometric analysis based on satellite observed data,1
1162,Optimal sizing of wind/ concentrated solar plant/ electric heater hybrid renewable energy system based on two-stage stochastic programming,0
1163,Curcumin delivery by modified biosourced carbon-based nanoparticles,1
1164,A deep learning-based forecasting model for renewable energy scenarios to guide sustainable energy policy: A case study of Korea,0
1165,"Bioremediation potential of hydrocarbon degrading bacteria: isolation, characterization, and assessment",1
1166,The Relationship between Economic Growth and Air Pollution-A Regional Comparison between China and South Korea,1
1167,Globalization-driven CO2 emissions in Singapore: an application of ARDL approach,1
1168,"The distribution, characteristics and ecological risks of microplastics in the mangroves of Southern China",1
1169,Case report: A novel application of the MicroVascular Plug (MVP) in treating distal coronary perforation,1
1170,Mental Health and Work Attitudes among People Resuming Work during the COVID-19 Pandemic: A Cross-Sectional Study in China,1
1171,"Geopolymer concrete with metakaolin for sustainability: a comprehensive review on raw material's properties, synthesis, performance, and potential application",0
1172,"Performance amelioration of single basin solar still integrated with V-type concentrator: Energy, exergy, and economic analysis",1
1173,A comparative techno-economic assessment of biochar production from different residue streams using conventional and microwave pyrolysis,1
1174,"Imidazole Compounds: Synthesis, Characterization and Application in Optical Analysis",1
1175,"Relationship between greenhouse gas emission, energy consumption, and economic growth: evidence from some selected oil-producing African countries",1
1176,"The nexus of carbon emissions, financial development, renewable energy consumption, and technological innovation: What should be the priorities in light of COP 21 Agreements?",1
1177,A supply curve of electricity-based hydrogen in a decarbonized European energy system in 2050,1
1178,Thermodynamic analysis and performance optimization of the supercritical carbon dioxide Brayton cycle combined with the Kalina cycle for waste heat recovery from a marine low-speed diesel engine,0
1179,Role of necroptosis of alveolar macrophages in acute lung inflammation of mice exposed to titanium dioxide nanoparticles,1
1180,An insight into the pharmacological and analytical potential of Andrographolide,1
1181,Optimisation of a hydrogen production - storage - re-powering system participating in electricity and transportation markets. A case study for Denmark,0
1182,Earthworms and vermicompost: an eco-friendly approach for repaying nature's debt,0
1183,History of GH treatment in Japan,1
1184,Quantifying the dynamics of nearly 100 years of dominance hierarchy research,0
1185,Working from home during the corona-crisis is associated with higher subjective well-being for women with long (pre-corona) commutes,1
1186,"Renewable integration for remote communities: Comparative allowable cost analyses for hydro, solar and wave energy",1
1187,Renewable energy consumption and economic growth in OECD countries: A nonlinear panel data analysis,0
1188,Explaining the political nature of environmental impact assessment (EIA): A neo-Gramscian perspective,0
1189,Measuring environmental sustainability performance of South Asia,0
1190,"Alcoholic fixation over formalin fixation: A new, safer option for morphologic and molecular analysis of tissues",1
1191,Histomorphological and Biochemical Analysis of Rat Model of Menopausal Skin Aging,1
1192,Significant impacts of COVID-19 lockdown on urban air pollution in Kolkata (India) and amelioration of environmental health,1
1193,Evaluation of geothermal energy extraction in Enhanced Geothermal System (EGS) with multiple fracturing horizontal wells (MFHW),0
1194,Disaggregated renewable energy consumption and environmental pollution nexus in G-7 countries,0
1195,A hybrid framework to predict ski jumping forces by combining data-driven pose estimation and model-based force calculation,0
1196,Risk-averse optimization of disaster relief facility location and vehicle routing under stochastic demand,0
1197,Renewable energy for sustainable rural development: Synergies and mismatches,1
1198,Revisiting the environmental Kuznets curve for city-level CO2 emissions: based on corrected NPP-VIIRS nighttime light data in China,0
1199,Los posibles mecanismos de pardeamiento del tejido adiposo blanco: una diana novedosa para el tratamiento de la obesidad,1
1200,Drivers of future alien species impacts: An expert-based assessment,1
1201,"The nexus between economic growth, tourism development, energy consumption, and CO(2)emissions in Mediterranean countries",1
1202,"Water quality index, Labeo rohita, and Eichhornia crassipes: Suitable bio-indicators of river water pollution",1
1203,Sustainable design and optimization of coal supply chain network under different carbon emission policies,0
1204,Impact of using information and communication technology and renewable energy on health expenditure: A case study from Pakistan,0
1205,Wilson's Disease Update: An Indian Perspective,1
1206,"Active pulmonary tuberculosis: something old, something new, something borrowed, something blue",1
1207,Is income inequality a driver for renewable energy consumption?,0
1208,"Knowledge, Perceptions, and Use of Psychedelics among Individuals with Fibromyalgia",1
1209,Sustainable consumption in the circular economy. An analysis of consumers' purchase intentions for waste-to-value food,0
1210,The contributions of socioeconomic indicators to global PM2.5 based on the hybrid method of spatial econometric model and geographical and temporal weighted regression,1
1211,Implications of nocebo in anaesthesia care,1
1212,Codoped Holey Graphene Aerogel by Selective Etching for High-Performance Sodium-Ion Storage,0
1213,"How (Un)sustainable Environments Are Related to the Diffusion of COVID-19: The Relation between Coronavirus Disease 2019, Air Pollution, Wind Resource and Energy",0
1214,Letter Features as Predictors of Letter-Name Acquisition in Four Languages with Three Scripts,1
1215,The heterogeneous effect of driving factors on carbon emission intensity in the Chinese transport sector: Evidence from dynamic panel quantile regression,0
1216,"Profiling of widely targeted metabolomics for the identification of chemical composition in epidermis, xylem and pith of Gleditsiae Spina",1
1217,"Alleviation of salinity stress effects on agro-physiological traits of wheat by auxin, glycine betaine, and soil additives",1
1218,Analysis of regional energy economic efficiency and its influencing factors: A case study of Yangtze river urban agglomeration,1
1219,"Small-scale CCHP systems for waste heat recovery from cement plants: Thermodynamic, sustainability and economic implications",0
1220,"Quantifying the potential of recycling demolition waste generated from urban renewal: A case study in Shenzhen, China",1
1221,"Global estimation of mortality, disability-adjusted life years and welfare cost from exposure to ambient air pollution",1
1222,"Proposal and assessment of a novel combined heat and power system: Energy, exergy, environmental and economic analysis",1
1223,"Environmental pollution, economic growth, population, industrialization, and technology in weak and strong sustainability: using STIRPAT model",0
1224,Design and Characterization of Atorvastatin Dry Powder Formulation as a potential Lung Cancer Treatment,1
1225,Robotic versus laparoscopic low anterior resection following neoadjuvant chemoradiation therapy for stage II-III locally advanced rectal cancer: a single-centre cohort study,1
1226,Development and application of novel BiFC probes for cell sorting based on epigenetic modification,1
1227,A novel cooperative game network DEA model for marine circular economy performance evaluation of China,0
1228,Solid-Ionic Memory in a van der Waals Heterostructure,1
1229,Thermo-economic modeling and analysis of an NG-fueled SOFC-WGS-TSA-PEMFC hybrid energy conversion system for stationary electricity power generation,0
1230,"Reexamining the relationships among urbanization, industrial structure, and environmental pollution in China-New evidence using the dynamic threshold panel model",0
1231,A Narrative Review Study on the Effects of Obesity and Bariatric Surgery on Multiple Sclerosis,1
1232,Pituitary adenylate cyclase-activating polypeptide receptor activation in the hypothalamus recruits unique signaling pathways involved in energy homeostasis,1
1233,"COVID-19 pandemic: Impacts on the air quality during the partial lockdown in Sao Paulo state, Brazil",0
1234,Functional virus-specific memory T cells survey glioblastoma,1
1235,The Sustainable Development Goals prioritize economic growth over sustainable resource use: a critical reflection on the SDGs from a socio-ecological perspective,1
1236,Modeling the role of environmental regulations in regional green economy efficiency of China: Empirical evidence from super efficiency DEA-Tobit model,0
1237,"Energy, exergy, and economic analysis of single slope conventional solar still augmented with an ultrasonic fogger and a cotton cloth",0
1238,Effect of kolaviron on islet dynamics in diabetic rats,1
1239,Exosomal microRNAs: potential targets for the prevention and treatment of diabetic cardiomyopathy,1
1240,"Impact of Pineapple Juice on Expression of CYP3A4, NAT2, SULT1A1 and OATP1B1 mRNA in HepG2 Cells",1
1241,Sustainable development goal disclosures: Do they support responsible consumption and production?,0
1242,Monitoring cropland abandonment with Landsat time series,1
1243,Safety of casirivimab/imdevimab administration in a SARS-CoV-2 positive maintenance dialysis patient in Japan,1
1244,A survey on smart grid technologies and applications,0
1245,Guanidinoacetate-creatine in secondary progressive multiple sclerosis: a case report,1
1246,"New media environment, environmental information disclosure and firm valuation: Evidence from high-polluting enterprises in China",0
1247,How will the Chinese national carbon emissions trading scheme work? The assessment of regional potential gains,1
1248,Assessment of Green Methanol Production Potential and Related Economic and Environmental Benefits: The Case of China,0
1249,Willingness to pay for hydrogen fuel cell electric vehicles in China: A choice experiment analysis,0
1250,Trade and technological innovation: The catalysts for climate change and way forward for COP21,1
1251,A Deep Learning Approach for Burned Area Segmentation with Sentinel-2 Data,0
1252,Composite dietary antioxidant index and the risk of colorectal cancer: Findings from the Singapore Chinese Health Study,1
1253,Bioassay Directed Fractionation of Petroleum Ether Extract of Aerial Parts of Ceriops tagal: Isolation of Lupeol as the Nematicidal Agent against Cyst Nematode Heterodera zeae,1
1254,Central Nervous System Lesions in COVID-19,1
1255,"Construction of ecological security pattern based on the importance of ecosystem service functions and ecological sensitivity assessment: a case study in Fengxian County of Jiangsu Province, China",1
1256,The Importance of Renewable Energy Sources in Poland's Energy Mix,0
1257,Do energy technology innovations contribute to CO2 emissions abatement? A spatial perspective,0
1258,Exploring the capacity of renewable energy consumption to reduce outdoor air pollution death rate in Latin America and the Caribbean region,1
1259,Host glyceraldehyde-3-phosphate dehydrogenase-mediated iron acquisition is hijacked by intraphagosomal Mycobacterium tuberculosis,1
1260,Solar energy potential of urban buildings in 10 cities of China,0
1261,Does increasing investment in research and development promote economic growth decoupling from carbon emission growth? An empirical analysis of BRICS countries,0
1262,Sustainable development evaluation of the society-economy-environment in a resource-based city of China:A complex network approach,0
1263,The novel HLA-B*46:85 allele identified by sequencing-based typing in a Chinese individual,1
1264,Techno-economic analysis of microalgae production with simultaneous dairy effluent treatment using a pilot-scale High Volume V-shape pond system,0
1265,When the Background Matters: Using Scenarios from Integrated Assessment Models in Prospective Life Cycle Assessment,0
1266,Limitation by vapour pressure deficit shapes different intra-annual growth patterns of diffuse- and ring-porous temperate broadleaves,1
1267,Prehospital Pediatric Respiratory Distress and Airway Management Training and Education: An NAEMSP Position Statement and Resource Document,1
1268,Factors influencing fake news rebuttal acceptance during the COVID-19 pandemic and the moderating effect of cognitive ability,1
1269,Pain management in the emergency department: a clinical review,1
1270,Stakeholder Perspectives on Implementing a Police-Mental Health Collaborative to Improve Pathways to Treatment,1
1271,"Comparative analysis of modular construction practices in mainland China, Hong Kong and Singapore",0
1272,"A disaggregated-level analysis of the relationship among energy production, energy consumption and economic growth: Evidence from China",0
1273,"Identifying and evaluating poverty using multisource remote sensing and point of interest (POI) data: A case study of Chongqing, China",1
1274,NK-cell post-transplant lymphoproliferative disease successfully treated by second allogenic hematopoietic stem cell transplantation in chronic active Epstein-Barr virus infection,1
1275,Melatonin ameliorates paclitaxel-induced mice spermatogenesis and fertility defects,1
1276,China's non-fossil energy development and its 2030 CO2 reduction targets: The role of urbanization,1
1277,Interventional radiology in renal emergencies: a pictorial essay,1
1278,Suppression of Wnt Expression by Increasing PI3K in Rats Cervical Carcinoma by Andaliman ( Zanthoxylum acanthopodium),1
1279,Hepatitis E Virus: An emerging enigmatic and underestimated pathogen,1
1280,Ecological security assessment of the Guanzhong Plain urban agglomeration based on an adapted ecological footprint model,0
1281,Identification of medicinal compounds as potential inhibitors for mutated isocitrate dehydrogenases against chondrosarcoma,1
1282,Thermo-hydraulic performance of nanofluids flow in various internally corrugated tubes,0
1283,Seed and seedling diversity delimitation and differentiation of Indian populations of Melia dubia cav,1
1284,Optimization of reduced chemical fertilizer use in tea gardens based on the assessment of related environmental and economic benefits,1
1285,Sustainable supplier selection under must-be criteria through Fuzzy inference system,0
1286,When the fourth water and digital revolution encountered COVID-19,0
1287,Assessment of wind-induced nonlinear post-critical performance of bridge decks,0
1288,"Efficient degradation of lomefloxacin by Co-Cu-LDH activating peroxymonosulfate process: Optimization, dynamics, degradation pathway and mechanism",1
1289,Implementation of large-scale Li-ion battery energy storage systems within the EMEA region,0
1290,On the snow leopard Trails: Occupancy pattern and implications for management in the Pamir,1
1291,"Greywater characteristics, impacts, treatment, and reclamation using adsorption processes towards the circular economy",0
1292,Prehospital Surgical Airway Management: An NAEMSP Position Statement and Resource Document,1
1293,The role of inflammasomes in vascular cognitive impairment,1
1294,Utilization of biochar produced from invasive plant species to efficiently adsorb Cd (II) and Pb (II),1
1295,"Community Pharmacy Staff Knowledge, Opinion and Practice toward Drug Shortages in Saudi Arabia",1
1296,A benzimidazole scaffold as a promising inhibitor against SARS-CoV-2,1
1297,Retention as an integrated biodiversity conservation approach for continuous-cover forestry in Europe,0
1298,Strengthening Nutrition Education and Behavior Research for Academicians and Practitioners,1
1299,Surgical outcome of graded Harada-Ito procedure in the treatment of torsional diplopia ‒ a retrospective case study with long-term results,1
1300,The role of the focal company in sustainable development goals: A Brazilian food poultry supply chain case study,0
1301,The Psychedelic Renaissance in Clinical Research: A Bibliometric Analysis of Three Decades of Human Studies with Psychedelics,0
1302,Child Maltreatment and Substance Use: A Behavior Genetic Analysis,0
1303,Temporal dynamics and spatial differences of household carbon emissions per capita of China's provinces during 2000-2019,1
1304,Evaluation of water shortage crisis in the Middle East and possible remedies,1
1305,Integrated assessment of sulfate-based AOPs for pharmaceutical active compound removal from wastewater,0
1306,An experimental energy performance investigation and economic analysis on a cascade heat pump for high-temperature water in cold region,0
1307,Psychometric and Logometric Properties of the Armenian Version of Augmentative and Alternative Communication Assessment Questionnaire: Assessing Reliability and Validity,1
1308,Experimental assessment of cycling ageing of lithium-ion second-life batteries from electric vehicles,0
1309,Extracting Nonlinear Dynamics from Psychological and Behavioral Time Series Through HAVOK Analysis,0
1310,Performance of the UASB reactor during wastewater treatment and the effect of the biogas bubbles on its hydrodynamics,1
1311,Does the inflow of remittances and energy consumption increase CO(2)emissions in the era of globalization? A global perspective,1
1312,Another outlook to sector-level energy consumption in Pakistan from dominant energy sources and correlation with economic growth,1
1313,Multi-effect distillation plants for small-scale seawater desalination: thermodynamic and economic improvement,0
1314,"Effect of palmitic, linoleic and α-linolenic acids on blood cells count and interleukin-4, 8 genes expression in lambs experimentally infected with foot and mouth disease virus",1
1315,Factors driving oil price - from the perspective of United States,0
1316,"A three-stage optimization methodology for envelope design of passive house considering energy demand, thermal comfort and cost",0
1317,"Spread of SARS-CoV-2 through Latin America and the Caribbean region: A look from its economic conditions, climate and air pollution indicators",1
1318,Sex Specific Effects of Prunella vulgaris on Longevity Regulation,1
1319,Effect of 2400 MHz mobile phone radiation exposure on the behavior and hippocampus morphology in Swiss mouse model,1
1320,Techno-economic and life cycle assessment of an integrated hydrothermal carbonization system for sewage sludge,0
1321,"Community Supported Agriculture, Human Capital, and Community Health",1
1322,Bacterial diversity evolution process based on physicochemical characteristics of sludge treating hydroquinone during acclimation,1
1323,Modeling and performance analysis of a fully solar-powered stand-alone sweeping gas membrane distillation desalination system for island and coastal households,1
1324,Musical and linguistic syntactic processing in agrammatic aphasia: An ERP study,1
1325,"Monitoring the incidence of Xylella fastidiosa infection in olive orchards using ground-based evaluations, airborne imaging spectroscopy and Sentinel-2 time series through 3-D radiative transfer modelling",1
1326,Causal chain of haze decoupling efforts and its action mechanism: Evidence from 30 provinces in China,0
1327,Testing the environmental Kuznets Curve hypothesis for E-waste in the EU28+2 countries,0
1328,Urbanization and energy consumption effects on carbon dioxide emissions: evidence from Asian-8 countries using panel data analysis,1
1329,"Developmental toxicity and neurotoxicity assessment of R-, S-, and RS-propylene glycol enantiomers in zebrafish (Danio rerio) larvae",1
1330,Highly active Fenton-like catalyst derived from solid waste-iron ore tailings using wheat straw pyrolysis,1
1331,Low carbon roadmap of residential building sector in China: Historical mitigation and prospective peak,1
1332,"Harnessing the potential of machine learning for advancing ""Quality by Design"" in biomanufacturing",0
1333,"Magnetic adsorbent developed with alkali-thermal pretreated biogas slurry solids for the removal of heavy metals: optimization, kinetic, and equilibrium study",1
1334,"Is a liveable city a healthy city? Health impacts of urban and transport planning in Vienna, Austria",1
1335,Insect Farming for Feed and Food Production from a Circular Business Model Perspective,0
1336,What are the critical barriers to the development of hydrogen refueling stations in China? A modified fuzzy DEMATEL approach,0
1337,Feasibility of incorporating autoclaved aerated concrete waste for cement replacement in sustainable building materials,0
1338,Thermal optimization of shell and tube heat exchanger using porous baffles,1
1339,Computational model to explore the endocrine response to trastuzumab action in HER-2/neu positive breast cancer,1
1340,Dominant follicle and gonadotropin dynamics before ovulation in postpartum lactating mares,1
1341,The use of black pepper (Piper guineense) as an ecofriendly antimicrobial agent to fight foodborne microorganisms,1
1342,Testing the role of aerobic exercise in the treatment of posttraumatic stress disorder (PTSD) symptoms in U.S. active duty military personnel: a pilot study,1
1343,Dramatic decrease of flood frequency in the Mekong Delta due to river-bed mining and dyke construction,0
